식품코드,식품명,데이터구분코드,데이터구분명,식품기원코드,식품기원명,식품대분류코드,식품대분류명,대표식품코드,대표식품명,식품중분류코드,식품중분류명,식품소분류코드,식품소분류명,식품세분류코드,식품세분류명,영양성분함량기준량,에너지(kcal),수분(g),단백질(g),지방(g),회분(g),탄수화물(g),당류(g),식이섬유(g),칼슘(mg),철(mg),인(mg),칼륨(mg),나트륨(mg),비타민 A(μg RAE),레티놀(μg),베타카로틴(μg),티아민(mg),리보플라빈(mg),니아신(mg),비타민 C(mg),비타민 D(μg),콜레스테롤(mg),포화지방산(g),트랜스지방산(g),출처코드,출처명,식품중량,업체명,데이터생성방법코드,데이터생성방법명,데이터생성일자,데이터기준일자,제공기관코드,제공기관명
D202-031000000-0005,피자_(고피자)부라타치즈피자,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2031,피자,203100,해당없음,20310000,해당없음,0,해당없음,100g,247,0,12.05,9.14,,29.09,4.47,,,,,,429,,,,,,,,,,4.05,0,3,식품의약품안전처,251g,고피자,2,수집,2020-12-31,2022-11-01,1471000,식품의약품안전처
D202-031000000-0006,피자_(고피자)불고기피자,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2031,피자,203100,해당없음,20310000,해당없음,0,해당없음,100g,258,0,11.9,10.16,,29.95,4.84,,,,,,363,,,,,,,,,,5.16,0,3,식품의약품안전처,260g,고피자,2,수집,2020-12-31,2022-11-01,1471000,식품의약품안전처
D202-031000000-0007,피자_(고피자)슈퍼콤비네이션피자,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2031,피자,203100,해당없음,20310000,해당없음,0,해당없음,100g,245,0,10.79,8.75,,30.86,4.87,,,,,,373,,,,,,,,,,4.03,0,3,식품의약품안전처,256g,고피자,2,수집,2020-12-31,2022-11-01,1471000,식품의약품안전처
D202-031000000-0008,피자_(고피자)클래식치즈피자,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2031,피자,203100,해당없음,20310000,해당없음,0,해당없음,100g,284,0,15.51,10.2,,32.22,4.97,,,,,,413,,,,,,,,,,4.27,0,3,식품의약품안전처,240g,고피자,2,수집,2020-12-31,2022-11-01,1471000,식품의약품안전처
D202-031000000-0009,피자_(고피자)페퍼로니,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2031,피자,203100,해당없음,20310000,해당없음,0,해당없음,100g,279,0,13.23,11.14,,31.34,7.26,,,,,,478,,,,,,,,,,4.97,0,3,식품의약품안전처,267g,고피자,2,수집,2020-12-31,2022-11-01,1471000,식품의약품안전처
D202-031000000-0010,피자_(고피자)페퍼로니매니아피자,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2031,피자,203100,해당없음,20310000,해당없음,0,해당없음,100g,288,0,13.47,12.71,,30.15,4.69,,,,,,534,,,,,,,,,,5.61,0,3,식품의약품안전처,283g,고피자,2,수집,2020-12-31,2022-11-01,1471000,식품의약품안전처
D202-031000000-0011,피자_(고피자)하와이안피자,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2031,피자,203100,해당없음,20310000,해당없음,0,해당없음,100g,230,0,11.33,6.8,,30.86,9.07,,,,,,349,,,,,,,,,,3.14,0,3,식품의약품안전처,292g,고피자,2,수집,2020-12-31,2022-11-01,1471000,식품의약품안전처
D202-031000000-0012,피자_(피자헤븐)1988 피자 BL,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2031,피자,203100,해당없음,20310000,해당없음,0,해당없음,100g,256,0,11.05,8.84,,33.15,3.31,,,,,,339,,,,,,,,,,3.31,0,3,식품의약품안전처,180g,피자헤븐,2,수집,2020-12-31,2022-11-01,1471000,식품의약품안전처
D202-031000000-0013,피자_(피자헤븐)1988 피자 L,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2031,피자,203100,해당없음,20310000,해당없음,0,해당없음,100g,255,0,10.9,8.97,,32.69,3.21,,,,,,339,,,,,,,,,,3.4,0,3,식품의약품안전처,156g,피자헤븐,2,수집,2020-12-31,2022-11-01,1471000,식품의약품안전처
D202-031000000-0014,피자_(피자헤븐)1988 피자 M,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2031,피자,203100,해당없음,20310000,해당없음,0,해당없음,100g,255,0,10.87,8.7,,33.33,2.9,,,,,,339,,,,,,,,,,3.41,0,3,식품의약품안전처,138g,피자헤븐,2,수집,2020-12-31,2022-11-01,1471000,식품의약품안전처
D202-031000000-0015,피자_(피자헤븐)고구마스위트 피자 BL,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2031,피자,203100,해당없음,20310000,해당없음,0,해당없음,100g,278,0,9.2,10.92,,35.63,8.62,,,,,,305,,,,,,,,,,4.02,0,3,식품의약품안전처,174g,피자헤븐,2,수집,2020-12-31,2022-11-01,1471000,식품의약품안전처
D202-031000000-0016,피자_(피자헤븐)고구마스위트 피자 L,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2031,피자,203100,해당없음,20310000,해당없음,0,해당없음,100g,277,0,9.33,10.67,,36,8.67,,,,,,306,,,,,,,,,,4.07,0,3,식품의약품안전처,150g,피자헤븐,2,수집,2020-12-31,2022-11-01,1471000,식품의약품안전처
D202-031000000-0017,피자_(피자헤븐)고구마스위트 피자 M,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2031,피자,203100,해당없음,20310000,해당없음,0,해당없음,100g,280,0,9.49,10.95,,35.77,8.76,,,,,,305,,,,,,,,,,4.01,0,3,식품의약품안전처,137g,피자헤븐,2,수집,2020-12-31,2022-11-01,1471000,식품의약품안전처
D202-031000000-0018,피자_(피자헤븐)그릴드포크벨리  피자M,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2031,피자,203100,해당없음,20310000,해당없음,0,해당없음,100g,249,0,11.11,8.89,,31.11,4.44,,,,,,341,,,,,,,,,,4,0,3,식품의약품안전처,135g,피자헤븐,2,수집,2020-12-31,2022-11-01,1471000,식품의약품안전처
D202-031000000-0019,피자_(피자헤븐)그릴드포크벨리 피자 BL,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2031,피자,203100,해당없음,20310000,해당없음,0,해당없음,100g,253,0,11.3,9.04,,31.64,4.52,,,,,,340,,,,,,,,,,3.95,0,3,식품의약품안전처,177g,피자헤븐,2,수집,2020-12-31,2022-11-01,1471000,식품의약품안전처
D202-031000000-0020,피자_(피자헤븐)그릴드포크벨리 피자 L,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2031,피자,203100,해당없음,20310000,해당없음,0,해당없음,100g,251,0,11.04,9.09,,31.17,4.55,,,,,,341,,,,,,,,,,3.96,0,3,식품의약품안전처,154g,피자헤븐,2,수집,2020-12-31,2022-11-01,1471000,식품의약품안전처
D202-031000000-0021,피자_(피자헤븐)눈꽃치즈스테이크 피자 BL,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2031,피자,203100,해당없음,20310000,해당없음,0,해당없음,100g,240,0,13.4,9.28,,25.77,3.09,,,,,,291,,,,,,,,,,4.64,0,3,식품의약품안전처,194g,피자헤븐,2,수집,2020-12-31,2022-11-01,1471000,식품의약품안전처
D202-031000000-0022,피자_(피자헤븐)눈꽃치즈스테이크 피자 L,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2031,피자,203100,해당없음,20310000,해당없음,0,해당없음,100g,237,0,13.53,8.82,,25.88,2.94,,,,,,291,,,,,,,,,,4.35,0,3,식품의약품안전처,170g,피자헤븐,2,수집,2020-12-31,2022-11-01,1471000,식품의약품안전처
D202-031000000-0023,피자_(피자헤븐)눈꽃치즈스테이크 피자 M,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2031,피자,203100,해당없음,20310000,해당없음,0,해당없음,100g,237,0,13.61,8.84,,25.85,2.72,,,,,,290,,,,,,,,,,4.35,0,3,식품의약품안전처,147g,피자헤븐,2,수집,2020-12-31,2022-11-01,1471000,식품의약품안전처
D202-031000000-0024,피자_(피자헤븐)대만감자 피자 BL,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2031,피자,203100,해당없음,20310000,해당없음,0,해당없음,100g,235,0,10,8.33,,30,3.33,,,,,,333,,,,,,,,,,3.89,0,3,식품의약품안전처,180g,피자헤븐,2,수집,2020-12-31,2022-11-01,1471000,식품의약품안전처
D202-031000000-0025,피자_(피자헤븐)대만감자 피자 L,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2031,피자,203100,해당없음,20310000,해당없음,0,해당없음,100g,235,0,9.68,8.39,,30.32,3.23,,,,,,334,,,,,,,,,,3.87,0,3,식품의약품안전처,155g,피자헤븐,2,수집,2020-12-31,2022-11-01,1471000,식품의약품안전처
D202-031000000-0026,피자_(피자헤븐)대만감자 피자 M,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2031,피자,203100,해당없음,20310000,해당없음,0,해당없음,100g,234,0,10.14,7.97,,30.43,3.62,,,,,,334,,,,,,,,,,2.75,0,3,식품의약품안전처,138g,피자헤븐,2,수집,2020-12-31,2022-11-01,1471000,식품의약품안전처
D202-031000000-0027,피자_(피자헤븐)더블치즈 피자 BL,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2031,피자,203100,해당없음,20310000,해당없음,0,해당없음,100g,289,0,13.64,9.85,,36.36,3.79,,,,,,319,,,,,,,,,,6.06,0,3,식품의약품안전처,132g,피자헤븐,2,수집,2020-12-31,2022-11-01,1471000,식품의약품안전처
D202-031000000-0028,피자_(피자헤븐)더블치즈 피자 L,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2031,피자,203100,해당없음,20310000,해당없음,0,해당없음,100g,290,0,13.64,10,,36.36,3.64,,,,,,320,,,,,,,,,,6.36,0,3,식품의약품안전처,110g,피자헤븐,2,수집,2020-12-31,2022-11-01,1471000,식품의약품안전처
D202-031000000-0029,피자_(피자헤븐)더블치즈 피자 M,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2031,피자,203100,해당없음,20310000,해당없음,0,해당없음,100g,296,0,14.29,10.2,,36.73,4.08,,,,,,320,,,,,,,,,,4.49,0,3,식품의약품안전처,98g,피자헤븐,2,수집,2020-12-31,2022-11-01,1471000,식품의약품안전처
D202-031000000-0030,피자_(피자헤븐)더블치즈베이컨 피자 BL,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2031,피자,203100,해당없음,20310000,해당없음,0,해당없음,100g,278,0,14.86,10.14,,31.76,3.38,,,,,,397,,,,,,,,,,4.73,0,3,식품의약품안전처,148g,피자헤븐,2,수집,2020-12-31,2022-11-01,1471000,식품의약품안전처
D202-031000000-0031,피자_(피자헤븐)더블치즈베이컨 피자 L,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2031,피자,203100,해당없음,20310000,해당없음,0,해당없음,100g,280,0,15.08,10.32,,31.75,3.97,,,,,,398,,,,,,,,,,4.76,0,3,식품의약품안전처,126g,피자헤븐,2,수집,2020-12-31,2022-11-01,1471000,식품의약품안전처
D202-031000000-0032,피자_(피자헤븐)더블치즈베이컨 피자 M,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2031,피자,203100,해당없음,20310000,해당없음,0,해당없음,100g,285,0,14.41,10.81,,32.43,3.6,,,,,,398,,,,,,,,,,3.69,0,3,식품의약품안전처,110g,피자헤븐,2,수집,2020-12-31,2022-11-01,1471000,식품의약품안전처
D202-031000000-0033,피자_(피자헤븐)더블포테이토 피자 BL,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2031,피자,203100,해당없음,20310000,해당없음,0,해당없음,100g,247,0,11.17,9.04,,30.32,3.72,,,,,,332,,,,,,,,,,3.19,0,3,식품의약품안전처,188g,피자헤븐,2,수집,2020-12-31,2022-11-01,1471000,식품의약품안전처
D202-031000000-0034,피자_(피자헤븐)더블포테이토 피자 L,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2031,피자,203100,해당없음,20310000,해당없음,0,해당없음,100g,250,0,11.04,9.2,,30.67,3.68,,,,,,332,,,,,,,,,,3.37,0,3,식품의약품안전처,163g,피자헤븐,2,수집,2020-12-31,2022-11-01,1471000,식품의약품안전처
D202-031000000-0035,피자_(피자헤븐)더블포테이토 피자 M,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2031,피자,203100,해당없음,20310000,해당없음,0,해당없음,100g,249,0,11.27,9.15,,30.28,3.52,,,,,,332,,,,,,,,,,3.38,0,3,식품의약품안전처,142g,피자헤븐,2,수집,2020-12-31,2022-11-01,1471000,식품의약품안전처
D202-031000000-0036,피자_(피자헤븐)레드핫치킨 피자 BL,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2031,피자,203100,해당없음,20310000,해당없음,0,해당없음,100g,251,0,12.94,8.24,,31.18,4.71,,,,,,354,,,,,,,,,,3.53,0,3,식품의약품안전처,170g,피자헤븐,2,수집,2020-12-31,2022-11-01,1471000,식품의약품안전처
D202-031000000-0037,피자_(피자헤븐)레드핫치킨 피자 L,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2031,피자,203100,해당없음,20310000,해당없음,0,해당없음,100g,249,0,13.01,8.22,,30.82,4.79,,,,,,355,,,,,,,,,,3.42,0,3,식품의약품안전처,146g,피자헤븐,2,수집,2020-12-31,2022-11-01,1471000,식품의약품안전처
D202-031000000-0038,피자_(피자헤븐)레드핫치킨 피자 M,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2031,피자,203100,해당없음,20310000,해당없음,0,해당없음,100g,245,0,13.08,7.69,,30.77,4.62,,,,,,354,,,,,,,,,,3.38,0,3,식품의약품안전처,130g,피자헤븐,2,수집,2020-12-31,2022-11-01,1471000,식품의약품안전처
D202-031000000-0039,피자_(피자헤븐)불고기 피자 BL,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2031,피자,203100,해당없음,20310000,해당없음,0,해당없음,100g,249,0,14.56,8.23,,29.11,3.8,,,,,,305,,,,,,,,,,4.43,0,3,식품의약품안전처,158g,피자헤븐,2,수집,2020-12-31,2022-11-01,1471000,식품의약품안전처
D202-031000000-0040,피자_(피자헤븐)불고기 피자 L,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2031,피자,203100,해당없음,20310000,해당없음,0,해당없음,100g,248,0,14.81,8.15,,28.89,3.7,,,,,,304,,,,,,,,,,4.44,0,3,식품의약품안전처,135g,피자헤븐,2,수집,2020-12-31,2022-11-01,1471000,식품의약품안전처
D202-031000000-0041,피자_(피자헤븐)불고기 피자 M,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2031,피자,203100,해당없음,20310000,해당없음,0,해당없음,100g,249,0,14.41,8.47,,28.81,4.24,,,,,,305,,,,,,,,,,3.31,0,3,식품의약품안전처,118g,피자헤븐,2,수집,2020-12-31,2022-11-01,1471000,식품의약품안전처
D202-031000000-0042,피자_(피자헤븐)사대천왕 피자 BL,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2031,피자,203100,해당없음,20310000,해당없음,0,해당없음,100g,247,0,13.77,7.78,,30.54,3.59,,,,,,366,,,,,,,,,,3.59,0,3,식품의약품안전처,167g,피자헤븐,2,수집,2020-12-31,2022-11-01,1471000,식품의약품안전처
D202-031000000-0043,피자_(피자헤븐)사대천왕 피자 L,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2031,피자,203100,해당없음,20310000,해당없음,0,해당없음,100g,250,0,13.67,7.91,,30.94,3.6,,,,,,366,,,,,,,,,,3.6,0,3,식품의약품안전처,139g,피자헤븐,2,수집,2020-12-31,2022-11-01,1471000,식품의약품안전처
D202-031000000-0044,피자_(피자헤븐)쉬림프디럭스 피자 BL,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2031,피자,203100,해당없음,20310000,해당없음,0,해당없음,100g,223,0,11.11,6.17,,30.86,5.56,,,,,,373,,,,,,,,,,2.47,0,3,식품의약품안전처,162g,피자헤븐,2,수집,2020-12-31,2022-11-01,1471000,식품의약품안전처
D202-031000000-0045,피자_(피자헤븐)쉬림프디럭스 피자 L,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2031,피자,203100,해당없음,20310000,해당없음,0,해당없음,100g,227,0,10.87,6.52,,31.16,5.07,,,,,,375,,,,,,,,,,2.75,0,3,식품의약품안전처,138g,피자헤븐,2,수집,2020-12-31,2022-11-01,1471000,식품의약품안전처
D202-031000000-0046,피자_(피자헤븐)쉬림프디럭스 피자 M,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2031,피자,203100,해당없음,20310000,해당없음,0,해당없음,100g,225,0,10.74,6.61,,30.58,4.96,,,,,,373,,,,,,,,,,2.81,0,3,식품의약품안전처,120g,피자헤븐,2,수집,2020-12-31,2022-11-01,1471000,식품의약품안전처
D202-031000000-0047,피자_(피자헤븐)슈퍼슈프림 피자 BL,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2031,피자,203100,해당없음,20310000,해당없음,0,해당없음,100g,258,0,12.58,8.81,,32.08,5.03,,,,,,320,,,,,,,,,,3.77,0,3,식품의약품안전처,159g,피자헤븐,2,수집,2020-12-31,2022-11-01,1471000,식품의약품안전처
D202-031000000-0048,피자_(피자헤븐)슈퍼슈프림 피자 L,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2031,피자,203100,해당없음,20310000,해당없음,0,해당없음,100g,263,0,12.69,8.96,,32.84,5.22,,,,,,322,,,,,,,,,,3.66,0,3,식품의약품안전처,134g,피자헤븐,2,수집,2020-12-31,2022-11-01,1471000,식품의약품안전처
D202-031000000-0049,피자_(피자헤븐)슈퍼슈프림 피자 M,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2031,피자,203100,해당없음,20310000,해당없음,0,해당없음,100g,257,0,12.61,8.4,,32.77,5.04,,,,,,322,,,,,,,,,,2.69,0,3,식품의약품안전처,119g,피자헤븐,2,수집,2020-12-31,2022-11-01,1471000,식품의약품안전처
D202-031000000-0050,피자_(피자헤븐)아메리칸스페셜 피자 BL,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2031,피자,203100,해당없음,20310000,해당없음,0,해당없음,100g,277,0,14.47,10.69,,30.82,3.77,,,,,,387,,,,,,,,,,4.4,0,3,식품의약품안전처,159g,피자헤븐,2,수집,2020-12-31,2022-11-01,1471000,식품의약품안전처
D202-031000000-0051,피자_(피자헤븐)아메리칸스페셜 피자 L,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2031,피자,203100,해당없음,20310000,해당없음,0,해당없음,100g,281,0,14.07,11.11,,31.11,3.7,,,,,,388,,,,,,,,,,4.52,0,3,식품의약품안전처,135g,피자헤븐,2,수집,2020-12-31,2022-11-01,1471000,식품의약품안전처
D202-031000000-0052,피자_(피자헤븐)아메리칸스페셜 피자 M,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2031,피자,203100,해당없음,20310000,해당없음,0,해당없음,100g,277,0,14.63,10.57,,30.89,3.25,,,,,,388,,,,,,,,,,4.47,0,3,식품의약품안전처,120g,피자헤븐,2,수집,2020-12-31,2022-11-01,1471000,식품의약품안전처
D202-031000000-0053,피자_(피자헤븐)치킨바베큐 피자 BL,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2031,피자,203100,해당없음,20310000,해당없음,0,해당없음,100g,247,0,18.18,6.67,,28.48,4.85,,,,,,368,,,,,,,,,,3.03,0,3,식품의약품안전처,165g,피자헤븐,2,수집,2020-12-31,2022-11-01,1471000,식품의약품안전처
D202-031000000-0054,피자_(피자헤븐)치킨바베큐 피자 L,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2031,피자,203100,해당없음,20310000,해당없음,0,해당없음,100g,249,0,18.31,7.04,,28.17,4.93,,,,,,367,,,,,,,,,,3.31,0,3,식품의약품안전처,142g,피자헤븐,2,수집,2020-12-31,2022-11-01,1471000,식품의약품안전처
D202-031000000-0055,피자_(피자헤븐)치킨바베큐 피자 M,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2031,피자,203100,해당없음,20310000,해당없음,0,해당없음,100g,246,0,18.03,6.56,,28.69,4.92,,,,,,367,,,,,,,,,,3.28,0,3,식품의약품안전처,120g,피자헤븐,2,수집,2020-12-31,2022-11-01,1471000,식품의약품안전처
D202-031000000-0056,피자_(피자헤븐)페퍼로니 피자 BL,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2031,피자,203100,해당없음,20310000,해당없음,0,해당없음,100g,297,0,15.75,10.24,,35.43,3.15,,,,,,365,,,,,,,,,,4.72,0,3,식품의약품안전처,127g,피자헤븐,2,수집,2020-12-31,2022-11-01,1471000,식품의약품안전처
D202-031000000-0057,피자_(피자헤븐)페퍼로니 피자 L,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2031,피자,203100,해당없음,20310000,해당없음,0,해당없음,100g,289,0,16.04,9.43,,34.91,2.83,,,,,,362,,,,,,,,,,4.62,0,3,식품의약품안전처,105g,피자헤븐,2,수집,2020-12-31,2022-11-01,1471000,식품의약품안전처
D202-031000000-0058,피자_(피자헤븐)페퍼로니 피자 M,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2031,피자,203100,해당없음,20310000,해당없음,0,해당없음,100g,290,0,15.96,9.57,,35.11,3.19,,,,,,365,,,,,,,,,,3.51,0,3,식품의약품안전처,94g,피자헤븐,2,수집,2020-12-31,2022-11-01,1471000,식품의약품안전처
D202-031000000-0059,피자_(피자헤븐)포테이토 피자 BL,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2031,피자,203100,해당없음,20310000,해당없음,0,해당없음,100g,241,0,10.53,9.36,,28.65,2.92,,,,,,332,,,,,,,,,,3.51,0,3,식품의약품안전처,170g,피자헤븐,2,수집,2020-12-31,2022-11-01,1471000,식품의약품안전처
D202-031000000-0060,피자_(피자헤븐)포테이토 피자 L,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2031,피자,203100,해당없음,20310000,해당없음,0,해당없음,100g,244,0,10.88,9.52,,28.57,2.72,,,,,,330,,,,,,,,,,3.4,0,3,식품의약품안전처,147g,피자헤븐,2,수집,2020-12-31,2022-11-01,1471000,식품의약품안전처
D202-031000000-0061,피자_(피자헤븐)포테이토 피자 M,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2031,피자,203100,해당없음,20310000,해당없음,0,해당없음,100g,243,0,11.02,9.45,,28.35,3.15,,,,,,331,,,,,,,,,,2.6,0,3,식품의약품안전처,127g,피자헤븐,2,수집,2020-12-31,2022-11-01,1471000,식품의약품안전처
D202-031000000-0062,피자_(피자헤븐)프랑크필레 피자 BL,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2031,피자,203100,해당없음,20310000,해당없음,0,해당없음,100g,257,0,11.24,9.55,,31.46,3.37,,,,,,369,,,,,,,,,,3.93,0,3,식품의약품안전처,178g,피자헤븐,2,수집,2020-12-31,2022-11-01,1471000,식품의약품안전처
D202-031000000-0063,피자_(피자헤븐)프랑크필레 피자 L,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2031,피자,203100,해당없음,20310000,해당없음,0,해당없음,100g,259,0,11.26,9.93,,31.13,3.31,,,,,,368,,,,,,,,,,4.04,0,3,식품의약품안전처,150g,피자헤븐,2,수집,2020-12-31,2022-11-01,1471000,식품의약품안전처
D202-031000000-0064,피자_(피자헤븐)프랑크필레 피자 M,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2031,피자,203100,해당없음,20310000,해당없음,0,해당없음,100g,259,0,11.28,9.77,,31.58,3.01,,,,,,367,,,,,,,,,,4.06,0,3,식품의약품안전처,133g,피자헤븐,2,수집,2020-12-31,2022-11-01,1471000,식품의약품안전처
D202-031000000-0065,피자_(피자헤븐)하와이안 피자 BL,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2031,피자,203100,해당없음,20310000,해당없음,0,해당없음,100g,268,0,17.52,8.03,,31.39,5.11,,,,,,346,,,,,,,,,,3.65,0,3,식품의약품안전처,137g,피자헤븐,2,수집,2020-12-31,2022-11-01,1471000,식품의약품안전처
D202-031000000-0066,피자_(피자헤븐)하와이안 피자 L,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2031,피자,203100,해당없음,20310000,해당없음,0,해당없음,100g,271,0,17.24,8.62,,31.03,5.17,,,,,,345,,,,,,,,,,3.97,0,3,식품의약품안전처,116g,피자헤븐,2,수집,2020-12-31,2022-11-01,1471000,식품의약품안전처
D202-031000000-0067,피자_(피자헤븐)하와이안 피자 M,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2031,피자,203100,해당없음,20310000,해당없음,0,해당없음,100g,274,0,17.31,8.65,,31.73,4.81,,,,,,347,,,,,,,,,,2.98,0,3,식품의약품안전처,100g,피자헤븐,2,수집,2020-12-31,2022-11-01,1471000,식품의약품안전처
D202-031000000-0068,피자_(피자헤븐)핫앤스파이시 피자 BL,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2031,피자,203100,해당없음,20310000,해당없음,0,해당없음,100g,267,0,12.12,10.3,,31.52,4.24,,,,,,324,,,,,,,,,,4.24,0,3,식품의약품안전처,165g,피자헤븐,2,수집,2020-12-31,2022-11-01,1471000,식품의약품안전처
D202-031000000-0069,피자_(피자헤븐)핫앤스파이시 피자 L,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2031,피자,203100,해당없음,20310000,해당없음,0,해당없음,100g,264,0,12.14,10,,31.43,4.29,,,,,,324,,,,,,,,,,4.43,0,3,식품의약품안전처,140g,피자헤븐,2,수집,2020-12-31,2022-11-01,1471000,식품의약품안전처
D202-031000000-0070,피자_(피자헤븐)핫앤스파이시 피자 M,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2031,피자,203100,해당없음,20310000,해당없음,0,해당없음,100g,264,0,12.4,9.92,,31.4,4.13,,,,,,325,,,,,,,,,,4.46,0,3,식품의약품안전처,120g,피자헤븐,2,수집,2020-12-31,2022-11-01,1471000,식품의약품안전처
D202-031000000-0071,피자_(피자헤븐)헤븐스페셜 피자 BL,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2031,피자,203100,해당없음,20310000,해당없음,0,해당없음,100g,271,0,13.33,9.33,,33.33,3.33,,,,,,371,,,,,,,,,,4,0,3,식품의약품안전처,150g,피자헤븐,2,수집,2020-12-31,2022-11-01,1471000,식품의약품안전처
